index,fullpathname,classname,loc,numAttr,numMethod,setters,getters,isPersist,isCollection,numWordName,isOrEr,isController,numIfs,numParameters,numImports,numOutboundInvocation,isStaticClass,isInterface,isInnerClass,isClass,isEnum,classPublicity,numPublicMethods,numPrivateMethods,numProtectedMethods,isAbstract,pred_label
0,\plugins\openpgp-api-lib\openpgp-api\src\main\java\org\openintents\openpgp\AutocryptPeerUpdate.PreferEncrypt.java,PreferEncrypt,19,2,0,0,0,False,False,2,False,False,0,0,0,0,False,False,True,False,True,public,0,0,0,False,Information Holder
1,\plugins\openpgp-api-lib\openpgp-api\src\main\java\org\openintents\openpgp\AutocryptPeerUpdate.java,AutocryptPeerUpdate,99,5,7,0,3,False,False,3,False,False,1,5,3,11,False,False,False,True,False,public,7,0,0,False,Information Holder
2,\plugins\openpgp-api-lib\openpgp-api\src\main\java\org\openintents\openpgp\OpenPgpApiManager.OpenPgpApiManagerCallback.java,OpenPgpApiManagerCallback,5,0,0,0,0,False,False,5,False,False,0,0,0,0,False,True,True,False,False,public,0,0,0,False,Service Provider
3,\plugins\openpgp-api-lib\openpgp-api\src\main\java\org\openintents\openpgp\OpenPgpApiManager.OpenPgpProviderError.java,OpenPgpProviderError,4,3,0,0,0,False,False,4,True,False,0,0,0,0,False,False,True,False,True,public,0,0,0,False,Information Holder
4,\plugins\openpgp-api-lib\openpgp-api\src\main\java\org\openintents\openpgp\OpenPgpApiManager.OpenPgpProviderState.java,OpenPgpProviderState,8,5,0,0,0,False,False,4,False,False,0,0,0,0,False,False,True,False,True,public,0,0,0,False,Information Holder
5,\plugins\openpgp-api-lib\openpgp-api\src\main\java\org\openintents\openpgp\OpenPgpApiManager.java,OpenPgpApiManager,185,7,16,3,4,False,False,4,True,False,15,6,15,11,False,False,False,True,False,public,8,6,0,False,Structurer
6,\plugins\openpgp-api-lib\openpgp-api\src\main\java\org\openintents\openpgp\OpenPgpDecryptionResult.java,OpenPgpDecryptionResult,102,8,4,0,1,False,False,4,False,False,1,2,2,9,False,False,False,True,False,public,4,0,0,False,Information Holder
7,\plugins\openpgp-api-lib\openpgp-api\src\main\java\org\openintents\openpgp\OpenPgpError.java,OpenPgpError,99,10,7,2,2,False,False,3,True,False,0,4,2,8,False,False,False,True,False,public,7,0,0,False,Information Holder
8,\plugins\openpgp-api-lib\openpgp-api\src\main\java\org\openintents\openpgp\OpenPgpSignatureResult.SenderStatusResult.java,SenderStatusResult,21,5,0,0,0,False,False,3,False,False,0,0,0,0,False,False,True,False,True,public,0,0,0,False,Information Holder
9,\plugins\openpgp-api-lib\openpgp-api\src\main\java\org\openintents\openpgp\OpenPgpMetadata.java,OpenPgpMetadata,126,7,8,0,5,False,False,3,False,False,1,2,2,11,False,False,False,True,False,public,8,0,0,False,Information Holder
10,\plugins\openpgp-api-lib\openpgp-api\src\main\java\org\openintents\openpgp\util\OpenPgpApi.CancelableBackgroundOperation.java,CancelableBackgroundOperation,19,0,0,0,0,False,False,3,False,False,0,0,0,0,False,True,True,False,False,public,0,0,0,False,Service Provider
11,\plugins\openpgp-api-lib\openpgp-api\src\main\java\org\openintents\openpgp\OpenPgpSignatureResult.java,OpenPgpSignatureResult,200,19,16,0,6,False,False,4,False,False,6,16,6,14,False,False,False,True,False,public,14,2,0,False,Structurer
12,\plugins\openpgp-api-lib\openpgp-api\src\main\java\org\openintents\openpgp\util\OpenPgpApi.IOpenPgpCallback.java,IOpenPgpCallback,20,0,0,0,0,False,False,4,False,False,0,0,1,0,False,True,True,False,False,public,0,0,0,False,Service Provider
13,\plugins\openpgp-api-lib\openpgp-api\src\main\java\org\openintents\openpgp\util\OpenPgpApi.IOpenPgpSinkResultCallback.java,IOpenPgpSinkResultCallback,21,0,0,0,0,False,False,6,False,False,0,0,1,0,False,True,True,False,False,public,0,0,0,False,Service Provider
14,\plugins\openpgp-api-lib\openpgp-api\src\main\java\org\openintents\openpgp\util\OpenPgpApi.OpenPgpAsyncTask.java,OpenPgpAsyncTask,39,4,2,0,0,False,False,4,False,False,0,2,4,0,False,False,True,True,False,default,0,0,2,False,Service Provider
